,manufacturer,main_type,built_year,first_registration_date,has_all_wheel_drive,horsepower,handover_key_count,length,width,height,mileage,kw,price,evaluation_datetime,fuel,gear,ac,gps,color
1187,BMW,Insignia,  2008_year ,2008-02-15,,149.0,2,3509.0,2302.0,1517,113498.0,110.0,3474,2018-10-02 10:19:46,Diesel,Manual,Manual,,brown
1188,BMW,Mondeo,  2003_year ,2003-05-23,,134.0,2,3481.0,2272.0,1730,202488.0,99.0,1311,2018-06-07 10:12:38,Diesel,Manual,Auto,,brown
1189,Hyundai,A-Klasse,  2003_year ,2003-03-20,,129.0,2,3511.0,2266.0,1480,93922.0,95.0,3219,2018-07-20 11:30:57,Benzin,Manual,Auto,,silver
1190,Opel,Focus,  2011_year ,2011-06-21,,79.0,2,3599.0,2315.0,1497,101772.0,58.0,2480,2018-05-29 15:24:39,Benzin,Manual,Manual,,silver
1191,Peugeot,Golf IV,  2011_year ,2011-05-12,,96.0,2,3803.0,1969.0,1615,73386.0,70.0,7373,2018-04-11 11:43:06,Diesel,Manual,Manual,,white
1192,Citroen,207,  2012_year ,2012-10-24,1.0,265.0,2,3896.0,2134.0,1464,134979.0,195.0,14765,2018-07-01 11:22:53,Diesel,Auto_or_Hybrid,Auto,Big,red
1193,Dacia,Kuga,  2014_year ,2015-01-05,1.0,198.0,1,3671.0,2154.0,1531,201051.0,145.0,11696,2018-04-27 18:00:08,Diesel,Auto_or_Hybrid,Auto,Big,white
1194,BMW,Insignia,  2008_year ,2008-02-07,,155.0,2,3622.0,2242.0,1517,251380.0,114.0,2168,2018-07-08 13:12:12,Diesel,Manual,Auto,Mobile,brown
1195,Fiat,C-Klasse,  2013_year ,2013-09-26,,149.0,2,3824.0,2274.0,1459,166070.0,110.0,9821,2018-07-03 16:13:32,Diesel,Manual,Auto,Big,silver
1196,Citroen,207,  2004_year ,2005-03-23,,198.0,2,3877.0,2241.0,1468,136887.0,146.0,6898,2018-09-06 11:27:01,Benzin,Manual,Auto,,silver
1197,Land Rover,Civic,  2005_year ,2005-06-02,,195.0,2,3673.0,2062.0,1463,264767.0,143.0,4184,2018-05-26 16:09:55,Benzin,Manual,Auto,,silver
1198,BMW,5,  2009_year ,2009-06-09,,104.0,2,3669.0,2139.0,1635,183010.0,76.0,5398,2018-06-24 16:35:33,Diesel,Manual,Auto,,brown
1199,Citroen,M-Klasse,  2007_year ,2007-05-25,,156.0,2,3735.0,2151.0,1421,168632.0,114.0,4999,2018-05-30 10:09:45,Benzin,Manual,Auto,,red
1200,Kia,E-Klasse,  2004_year ,2004-10-21,,77.0,1,3716.0,2041.0,1624,177372.0,57.0,943,2018-10-05 09:25:11,Benzin,Manual,Auto,,brown
1201,Kia,A4,  2005_year ,2005-02-22,,119.0,2,3685.0,2441.0,1500,222188.0,87.0,810,2018-08-05 15:33:48,Benzin,Manual,Manual,,purple
1202,Kia,Fiesta,  2007_year ,2007-06-11,,122.0,2,3587.0,2023.0,1645,131813.0,90.0,3180,2018-04-05 18:38:02,Benzin,Manual,Manual,,brown
1203,Fiat,Octavia,  2012_year ,2012-03-29,,86.0,2,3639.0,2221.0,1593,95768.0,64.0,6407,2018-05-22 16:42:56,Benzin,Manual,Manual,Big,white
1204,Fiat,Octavia,  2003_year ,2003-11-12,,78.0,2,3492.0,2234.0,1575,124134.0,57.0,1309,2018-05-12 09:40:49,Benzin,Auto_or_Hybrid,Manual,,purple
1205,Audi,Avensis,  2011_year ,2011-03-30,,207.0,2,3756.0,1925.0,1548,139644.0,152.0,8311,2018-06-03 17:31:46,Diesel,Manual,Auto,Big,brown
1206,Seat,Grande Punto,  2004_year ,2004-06-16,,263.0,2,3750.0,2366.0,1488,175503.0,194.0,4539,2018-08-29 14:01:36,Benzin,Auto_or_Hybrid,Auto,,brown
1207,Kia,A4,  2013_year ,2013-11-27,,107.0,2,3795.0,2252.0,1510,34576.0,78.0,8701,2018-08-16 14:50:29,Benzin,Manual,Auto,,brown
1208,BMW,Q5,  2009_year ,2009-11-27,,75.0,2,3516.0,2183.0,1480,79366.0,55.0,4315,2018-06-28 12:34:37,Benzin,Manual,Manual,,red
1209,BMW,206,  2012_year ,2013-02-21,,69.0,2,3789.0,2037.0,1462,102251.0,51.0,6984,2018-10-09 09:22:41,Diesel,Manual,Auto,,brown
1210,Audi,1er,  1999_year ,1999-04-06,,91.0,1,3650.0,2083.0,1481,299071.0,68.0,87,2018-06-14 11:19:27,Benzin,Manual,,,red
1211,Land Rover,A5,  2013_year ,2013-03-28,,139.0,2,3850.0,1975.0,1427,124055.0,102.0,13444,2018-05-12 19:31:30,Diesel,Manual,Auto,Big,brown
1212,Hyundai,X3,  2003_year ,2003-05-26,1.0,159.0,2,3698.0,2087.0,1680,234991.0,117.0,2995,2018-03-27 15:11:32,Benzin,Manual,Manual,,brown
1213,Suzuki,Touran,  2010_year ,2010-05-18,,110.0,2,3572.0,2221.0,1496,126514.0,81.0,2310,2018-05-14 13:07:23,Benzin,Manual,Manual,,silver
1214,Seat,Grande Punto,  2012_year ,2012-08-24,,130.0,2,4025.0,2253.0,1547,153697.0,96.0,12588,2018-05-24 10:21:16,Diesel,Auto_or_Hybrid,Auto,Big,red
1215,Fiat,C-Klasse,  2010_year ,2010-09-30,,131.0,2,3906.0,2146.0,1447,93906.0,97.0,7329,2018-06-02 12:00:20,Diesel,Manual,Auto,,brown
1216,Smart,Punto,  2009_year ,2010-01-12,,137.0,2,3758.0,2296.0,1407,36693.0,101.0,6081,2018-06-23 12:20:07,Benzin,Manual,Manual,,gray
1217,BMW,Touareg,  2005_year ,2005-12-14,,199.0,1,4095.0,2047.0,1990,186285.0,145.0,17911,2018-05-30 11:20:20,Diesel,Manual,Manual,,brown
1218,Audi,RAV 4,  2008_year ,2008-07-28,1.0,147.0,1,3910.0,2109.0,1710,85041.0,109.0,8388,2018-05-18 11:36:51,Diesel,Manual,Manual,Big,beige
1219,Audi,Sharan,  2006_year ,2006-02-22,,125.0,2,3577.0,2389.0,1560,162171.0,92.0,1229,2018-05-04 14:43:04,Diesel,Manual,Front,Big,yellow
1220,Opel,Focus,  2009_year ,2009-11-02,,87.0,2,3562.0,2186.0,1497,104494.0,64.0,3744,2018-07-20 16:58:06,Benzin,Manual,Auto,Big,purple
1221,BMW,Q5,  2010_year ,2010-03-17,,115.0,2,3888.0,2261.0,1480,66741.0,85.0,7572,2018-07-26 15:13:05,Benzin,Manual,Auto,,red
1222,BMW,Insignia,  2007_year ,2007-07-12,,130.0,3,3519.0,2113.0,1517,197891.0,96.0,2753,2018-09-25 13:40:01,Diesel,Auto_or_Hybrid,Auto,,red
1223,Nissan,Superb,  2007_year ,2008-01-24,1.0,140.0,2,3708.0,1971.0,1675,71340.0,103.0,8666,2018-06-19 18:17:46,Diesel,Manual,Auto,,brown
1224,Fiat,C-Klasse,  2011_year ,2011-12-30,,222.0,1,4007.0,2212.0,1406,77238.0,162.0,11029,2018-09-27 17:06:44,Benzin,Auto_or_Hybrid,Auto,Big,red
1225,BMW,3er,  2000_year ,2001-03-06,,113.0,2,3661.0,2268.0,1439,136858.0,83.0,1530,2018-07-25 15:45:46,Benzin,Auto_or_Hybrid,Manual,,silver
1226,Fiat,C-Klasse,  2009_year ,2009-03-10,,248.0,2,3750.0,2272.0,1463,93581.0,182.0,8280,2018-05-05 17:46:30,Diesel,Manual,Auto,Big,brown
1227,Kia,Evoque,  2001_year ,2001-03-27,,72.0,4,3445.0,2448.0,1440,115208.0,53.0,227,2018-06-16 16:55:07,Benzin,Manual,,,black
1228,Seat,Yaris,  2008_year ,2008-05-28,,132.0,2,3611.0,1984.0,1457,129374.0,97.0,5192,2018-07-01 14:25:26,Benzin,Manual,Auto,,brown
1229,Kia,Evoque,  2007_year ,2007-06-11,,57.0,2,3536.0,2210.0,1488,80673.0,42.0,2495,2018-06-20 08:17:00,Benzin,Manual,Manual,,red
1230,Opel,Focus,  2012_year ,2012-05-30,,76.0,2,3527.0,2135.0,1518,112187.0,56.0,4272,2018-08-26 10:12:27,Diesel,Manual,Auto,Big,silver
1231,Audi,1er,  2010_year ,2010-10-27,,106.0,2,3797.0,2208.0,1456,34809.0,78.0,5198,2018-06-23 10:19:20,Benzin,Manual,Manual,,brown
1232,Land Rover,Civic,  2006_year ,2006-04-26,,151.0,2,3564.0,2313.0,1459,178521.0,111.0,3562,2018-08-19 11:35:36,Benzin,Auto_or_Hybrid,Auto,Big,brown
1233,Citroen,207,  2004_year ,2004-01-20,,212.0,2,3664.0,2074.0,1468,145638.0,156.0,4000,2018-11-01 10:55:13,Diesel,Auto_or_Hybrid,Auto,Big,purple
1234,Kia,Evoque,  2011_year ,2011-04-04,,83.0,2,3596.0,2219.0,1488,101284.0,61.0,3648,2018-06-15 15:28:32,Benzin,Manual,Manual,,white
1235,Seat,X5,  2010_year ,2010-02-01,1.0,217.0,2,3993.0,2183.0,1713,221460.0,160.0,8926,2018-04-25 10:49:42,Diesel,Auto_or_Hybrid,Auto,,gray
1236,Audi,Passat,  2009_year ,2009-10-27,,105.0,1,3597.0,2034.0,1481,168456.0,77.0,3906,2018-05-24 12:01:16,Benzin,Manual,Manual,,brown
1237,Kia,Evoque,  2011_year ,2011-06-17,,89.0,1,3472.0,2341.0,1488,231963.0,66.0,2918,2018-05-17 17:33:32,Diesel,Manual,Auto,,black
1238,MINI,Astra,  2015_year ,2015-07-09,,164.0,2,4053.0,1929.0,1365,86106.0,120.0,28441,2018-06-20 13:07:16,Diesel,Auto_or_Hybrid,Auto,Big,red
1239,Fiat,C5,  2009_year ,2009-06-24,,274.0,2,3983.0,2204.0,1447,123148.0,202.0,12437,2018-05-09 11:14:15,Benzin,Auto_or_Hybrid,Auto,Big,brown
1240,BMW,i30,  2014_year ,2014-06-24,,103.0,2,3956.0,1973.0,1853,24503.0,76.0,15108,2018-05-11 10:09:04,Benzin,Manual,Manual,,white
1241,Land Rover,Civic,  2012_year ,2012-03-02,1.0,334.0,2,3895.0,1874.0,1461,324486.0,246.0,15011,2018-07-02 16:49:02,Diesel,Auto_or_Hybrid,Auto,Big,purple
1242,Suzuki,Touran,  2008_year ,2008-05-05,,143.0,2,3587.0,2213.0,1700,173637.0,106.0,2796,2018-05-08 12:26:16,Diesel,Auto_or_Hybrid,Auto,,gray
1243,Citroen,Fabia,  2014_year ,2014-11-22,,164.0,2,3811.0,1836.0,1545,60100.0,120.0,17831,2018-09-13 09:14:01,Diesel,Auto_or_Hybrid,Auto,Big,white
1244,BMW,Insignia,  2010_year ,2010-11-25,,112.0,2,3779.0,2315.0,1470,84192.0,83.0,8980,2018-05-14 11:35:52,Benzin,Manual,Auto,,gray
1245,Land Rover,Civic,  2005_year ,2006-02-21,,186.0,2,3684.0,1968.0,1463,131041.0,136.0,5226,2018-08-20 13:54:33,Benzin,Auto_or_Hybrid,Auto,Big,silver
1246,BMW,Touareg,  2008_year ,2008-07-10,,181.0,2,3752.0,2157.0,1990,179411.0,132.0,10393,2018-05-13 10:30:07,Diesel,Auto_or_Hybrid,Auto,,black
1247,Audi,Sharan,  2009_year ,2009-09-01,,141.0,2,,2210.0,1596,122257.0,103.0,2584,2018-08-24 16:23:55,Benzin,Manual,Manual,,brown
1248,Audi,1er,  2002_year ,2002-08-01,,90.0,1,3415.0,2191.0,1532,223059.0,66.0,365,2018-05-08 16:56:48,Benzin,Manual,Manual,,brown
1249,Audi,1er,  2004_year ,2005-07-07,,108.0,2,3431.0,2040.0,1497,132230.0,80.0,1233,2018-08-04 10:27:56,Benzin,Manual,Manual,,silver
1250,Dacia,307,  2003_year ,2003-07-07,,77.0,1,3606.0,2293.0,1451,180945.0,56.0,1068,2018-06-07 17:08:33,Benzin,Manual,Manual,,brown
1251,Citroen,500,  2008_year ,2008-05-30,,266.0,2,3626.0,2171.0,1418,217459.0,196.0,6948,2018-07-29 10:51:50,Diesel,Auto_or_Hybrid,Auto,,red
1252,Citroen,M-Klasse,  2005_year ,2006-02-17,,114.0,2,3537.0,2105.0,1430,167870.0,84.0,2580,2018-04-06 14:43:03,Benzin,Manual,Auto,,purple
1253,Hyundai,A-Klasse,  2008_year ,2008-10-01,,119.0,3,3521.0,2373.0,1525,69103.0,88.0,2981,2018-07-28 14:49:12,Diesel,Manual,Auto,,silver
1254,Citroen,500,  2000_year ,2000-07-27,,107.0,2,3719.0,2157.0,1415,246245.0,79.0,642,2018-05-18 12:22:29,Benzin,Manual,Auto,,yellow
1255,BMW,Q5,  2009_year ,2009-08-26,,136.0,2,3844.0,2129.0,1480,94819.0,101.0,5866,2018-08-09 09:19:46,Benzin,Manual,Auto,,brown
1256,Fiat,C5,  2006_year ,2006-12-28,,189.0,2,3717.0,2108.0,1483,27500.0,138.0,8626,2018-10-13 11:12:41,Benzin,Auto_or_Hybrid,Auto,,brown
1257,Land Rover,XC 60,  2006_year ,2007-01-19,1.0,241.0,2,3781.0,1909.0,1737,151652.0,178.0,10707,2018-06-07 09:59:55,Diesel,Auto_or_Hybrid,Auto,Big,brown
1258,Land Rover,Civic,  2008_year ,2008-04-01,,141.0,2,3615.0,2329.0,1463,106167.0,104.0,5292,2018-05-04 13:20:05,Diesel,Auto_or_Hybrid,Auto,,purple
1259,Fiat,C-Klasse,  2011_year ,2011-07-15,,134.0,2,3901.0,1993.0,1406,120301.0,100.0,13149,2018-07-19 11:44:18,Benzin,Auto_or_Hybrid,Auto,Big,red
1260,Dacia,Kuga,  2005_year ,2005-05-06,,138.0,2,3442.0,2023.0,1462,128529.0,101.0,2414,2018-05-24 10:19:21,Benzin,Manual,Front,,gray
1261,Hyundai,A-Klasse,  2007_year ,2007-06-29,,125.0,2,3703.0,2143.0,1525,218217.0,93.0,3962,2018-07-01 09:15:17,Diesel,Manual,Auto,Big,red
1262,Ford,6,  2014_year ,2014-03-26,,127.0,2,3827.0,2133.0,1470,76485.0,93.0,8989,2018-06-12 14:46:04,Benzin,Manual,Auto,Big,white
1263,Dacia,Kuga,  2006_year ,2006-04-11,,181.0,2,3798.0,2191.0,1451,166644.0,133.0,3879,2018-08-03 12:55:58,Benzin,Manual,Auto,,purple
1264,Citroen,B-Klasse,  2008_year ,2008-07-18,1.0,235.0,1,3704.0,2164.0,1766,222695.0,173.0,8224,2018-04-30 13:25:23,Diesel,Auto_or_Hybrid,Auto,Big,purple
1265,Dacia,T5,  2012_year ,2012-09-19,,133.0,2,3916.0,1914.0,1510,132908.0,98.0,7563,2018-07-12 10:25:40,Diesel,Manual,Auto,Big,white
1266,Mercedes-Benz,Caddy,  2002_year ,2002-11-22,,37.0,1,3663.0,2146.0,1529,212777.0,28.0,670,2018-09-11 09:23:22,Diesel,Auto_or_Hybrid,,,red
1267,Citroen,500,  2002_year ,2002-06-24,,339.0,2,3886.0,2104.0,1372,128756.0,249.0,17221,2018-05-19 16:15:12,Benzin,Auto_or_Hybrid,Auto,Big,purple
1268,Land Rover,C-Max,  2014_year ,2014-05-22,,133.0,2,3911.0,1851.0,1425,48587.0,98.0,14925,2018-06-26 11:03:46,Diesel,Manual,Auto,Big,red
1269,Audi,Sharan,  2008_year ,2008-03-05,,141.0,2,3524.0,2346.0,1596,146903.0,104.0,3370,2018-06-26 15:14:13,Benzin,Manual,Auto,,brown
1270,Fiat,C-Klasse,  2001_year ,2001-11-14,,144.0,2,3475.0,2058.0,1426,215370.0,105.0,868,2018-09-08 09:23:36,Benzin,Manual,Auto,,purple
1271,Volkswagen,Tiguan,  2009_year ,2009-09-14,,133.0,2,3558.0,2337.0,1525,119808.0,99.0,4177,2018-04-10 19:19:49,Benzin,Manual,Auto,,brown
1272,BMW,Mondeo,  2002_year ,2003-12-10,,101.0,2,3571.0,2185.0,1762,414779.0,75.0,467,2018-05-23 10:46:08,Diesel,Manual,Auto,,purple
1273,Land Rover,C-Max,  2003_year ,2003-07-10,,110.0,2,3590.0,2253.0,1421,163920.0,81.0,2363,2018-05-04 19:13:01,Benzin,Manual,Auto,,purple
1274,Audi,Sharan,  2011_year ,2011-09-19,,153.0,2,3930.0,1975.0,1626,127702.0,113.0,7690,2018-05-30 11:26:16,Diesel,Manual,Auto,Big,brown
1275,Land Rover,C-Max,  2009_year ,2009-05-29,,135.0,2,3598.0,1950.0,1423,128724.0,99.0,5838,2018-07-05 16:40:55,Benzin,Auto_or_Hybrid,Auto,,red
1276,Dacia,T5,  2010_year ,2010-08-10,,150.0,1,3952.0,1996.0,1510,210375.0,111.0,7314,2018-05-21 16:54:08,Diesel,Auto_or_Hybrid,Auto,Big,red
1277,Citroen,207,  2005_year ,2005-12-02,1.0,240.0,2,3626.0,1983.0,1491,158636.0,177.0,7815,2018-08-11 12:24:19,Diesel,Auto_or_Hybrid,Auto,Big,red
1278,Seat,X5,  2014_year ,2014-11-19,1.0,237.0,2,4422.0,1785.0,1713,78814.0,174.0,22877,2018-09-13 11:56:29,Diesel,Auto_or_Hybrid,Auto,Big,silver
1279,Dacia,T5,  2014_year ,2014-08-07,,143.0,2,3844.0,2049.0,1529,74007.0,105.0,12837,2018-10-18 11:01:38,Diesel,Auto_or_Hybrid,Auto,Big,red
1280,Ford,cee'd,  2010_year ,2010-11-08,1.0,193.0,2,3670.0,2135.0,1670,82265.0,141.0,9728,2018-07-07 15:16:28,Diesel,Auto_or_Hybrid,Auto,Big,brown
1281,Renault,Golf VII,  2007_year ,2007-11-28,,74.0,1,3745.0,2336.0,1535,157820.0,54.0,2865,2018-09-16 10:13:07,Diesel,Manual,Manual,,black
1282,BMW,Insignia,  2010_year ,2010-07-13,,141.0,2,3555.0,2271.0,1472,365918.0,104.0,3044,2018-07-19 12:08:56,Diesel,Manual,Manual,,white
1283,Land Rover,Civic,  2006_year ,2006-02-13,,120.0,2,3720.0,2228.0,1463,198179.0,89.0,3428,2018-04-23 10:01:38,Diesel,Manual,Auto,,brown
1284,Audi,Passat,  2005_year ,2005-11-22,,63.0,1,3574.0,2209.0,1437,287390.0,46.0,368,2018-07-30 11:27:58,Benzin,Manual,Manual,,red
1285,Kia,A4,  2011_year ,2011-02-01,,140.0,2,3679.0,2152.0,1535,187346.0,103.0,5273,2018-08-16 14:17:02,Diesel,Auto_or_Hybrid,Auto,Big,brown
1286,Skoda,fortwo,  2003_year ,2003-08-15,,137.0,2,3579.0,2191.0,1480,208104.0,102.0,1196,2018-06-04 14:38:06,Benzin,Manual,Manual,,brown
1287,BMW,Q5,  2009_year ,2009-03-27,,131.0,2,3801.0,2296.0,1480,117939.0,97.0,5753,2018-04-20 09:58:44,Diesel,Auto_or_Hybrid,Auto,,purple
1288,Fiat,C-Klasse,  2012_year ,2012-03-23,,172.0,2,3693.0,1960.0,1447,143342.0,127.0,8879,2018-08-09 09:53:12,Diesel,Auto_or_Hybrid,Auto,Big,white
1289,Land Rover,A5,  2009_year ,2009-05-26,,107.0,1,3784.0,1933.0,1427,232816.0,78.0,5271,2018-05-01 14:59:27,Diesel,Manual,Auto,Big,red
1290,Suzuki,Touran,  2007_year ,2007-11-15,,116.0,2,3736.0,2288.0,1665,202593.0,85.0,1827,2018-09-12 14:17:48,Diesel,Manual,Auto,,purple
1291,Volkswagen,Tiguan,  2009_year ,2009-06-15,,120.0,2,3476.0,2065.0,1480,118164.0,87.0,2886,2018-09-22 12:57:29,Benzin,Manual,Manual,Mobile,brown
1292,Kia,A4,  2003_year ,2003-03-18,,90.0,2,3473.0,2389.0,1425,36129.0,67.0,2259,2018-03-28 11:44:34,Benzin,Manual,Manual,,silver
1293,Seat,Leon,  2011_year ,2011-11-02,1.0,176.0,2,4099.0,2133.0,1784,139214.0,130.0,17740,2018-07-15 13:10:50,Diesel,Auto_or_Hybrid,Auto,Big,red
1294,Audi,Sharan,  2011_year ,2011-09-05,,85.0,2,3654.0,1987.0,1684,140198.0,63.0,5377,2018-07-11 16:56:43,Diesel,Manual,Auto,,brown
1295,Fiat,Corsa,  2008_year ,2008-01-30,1.0,250.0,2,3783.0,1925.0,1815,186521.0,184.0,8620,2018-09-28 10:18:48,Diesel,Auto_or_Hybrid,Auto,Big,red
1296,Kia,Golf V,  2010_year ,2010-05-28,,131.0,2,3530.0,2177.0,1498,188618.0,97.0,3740,2018-06-15 10:40:25,Diesel,Manual,Auto,Big,brown
1297,Land Rover,Clio,  2011_year ,2012-11-06,,168.0,2,3996.0,2043.0,1372,55799.0,124.0,13322,2018-08-04 13:17:31,Benzin,Manual,Auto,,red
1298,Volvo,XC 90,  2004_year ,2004-06-01,1.0,370.0,2,4755.0,1543.0,1295,68329.0,273.0,51542,2018-06-22 11:35:47,Benzin,Auto_or_Hybrid,Auto,Big,silver
1299,Fiat,C5,  2011_year ,2011-07-19,,277.0,2,3970.0,2093.0,1393,91068.0,204.0,16609,2018-05-14 11:18:27,Diesel,Auto_or_Hybrid,Auto,Big,red
1300,Seat,Grande Punto,  2008_year ,2007-07-13,,181.0,2,3705.0,2253.0,1488,288908.0,133.0,2007,2018-08-16 10:54:41,Diesel,Manual,Auto,,brown
1301,BMW,CR-V,  2007_year ,2007-09-17,,112.0,2,3555.0,2115.0,1485,126169.0,82.0,4229,2018-05-29 16:56:32,Benzin,Manual,Auto,,red
1302,Opel,Ibiza,  2014_year ,2014-06-10,,114.0,2,3750.0,1923.0,1523,77923.0,84.0,6238,2018-07-10 12:09:44,Diesel,Manual,Manual,Big,brown
1303,Honda,A3,  2004_year ,2004-08-02,,79.0,2,3716.0,2367.0,1425,173872.0,58.0,81,2018-05-02 12:42:42,Diesel,Manual,Manual,,brown
1304,Land Rover,C-Max,  2005_year ,2005-06-03,1.0,221.0,1,3713.0,2065.0,1423,212018.0,163.0,4005,2018-06-20 13:21:09,Benzin,Auto_or_Hybrid,Auto,Big,red
1305,Mercedes-Benz,Caddy,  2008_year ,2008-04-28,,39.0,2,3747.0,2350.0,1542,118718.0,29.0,3379,2018-09-21 11:12:45,Diesel,Auto_or_Hybrid,Auto,,white
1306,Land Rover,Clio,  2009_year ,2009-06-15,,223.0,1,3752.0,2076.0,1372,217301.0,163.0,9292,2018-08-05 12:47:13,Diesel,Auto_or_Hybrid,Auto,Big,brown
1307,BMW,206,  2012_year ,2012-11-28,,80.0,2,3823.0,2177.0,1462,86057.0,59.0,7198,2018-05-02 16:03:01,Benzin,Manual,Auto,,red
1308,Land Rover,C-Max,  2007_year ,2007-05-15,,95.0,2,3508.0,2333.0,1421,74496.0,70.0,4506,2018-08-06 11:51:27,Benzin,Manual,Auto,,purple
1309,Suzuki,Touran,  2007_year ,2007-03-23,,106.0,1,3461.0,2381.0,1700,219320.0,77.0,2252,2018-04-07 10:43:33,Diesel,Manual,Manual,,brown
1310,Dacia,307,  2014_year ,2014-03-07,,79.0,2,3604.0,,1498,10881.0,58.0,5086,2018-07-05 09:59:25,Benzin,Manual,Manual,,white
1311,Fiat,C5,  2000_year ,2000-10-12,,176.0,1,3529.0,2110.0,1440,217822.0,129.0,982,2018-04-19 16:46:54,Benzin,Auto_or_Hybrid,Manual,,red
1312,Ford,cee'd,  2013_year ,2013-10-10,,149.0,2,3949.0,2206.0,1670,114732.0,109.0,9885,2018-09-10 12:37:21,Benzin,Manual,Auto,,red
1313,Fiat,C5,  2011_year ,2011-04-11,,144.0,2,3784.0,2050.0,1464,56742.0,106.0,11934,2018-04-13 09:40:16,Diesel,Manual,Auto,,brown
1314,Toyota,Vectra,  2005_year ,2006-01-20,,66.0,2,3652.0,2083.0,1441,68586.0,49.0,1951,2018-05-02 14:38:34,Benzin,Manual,Auto,,red
1315,Hyundai,X3,  2006_year ,2006-09-04,1.0,190.0,1,3715.0,2371.0,1685,208920.0,139.0,3684,2018-05-23 14:43:43,Diesel,Manual,Auto,Big,brown
1316,Nissan,Superb,  2008_year ,2007-11-30,1.0,131.0,2,3720.0,2034.0,1675,226115.0,96.0,5255,2018-06-17 11:55:43,Diesel,Manual,Manual,,brown
1317,Fiat,C-Klasse,  2009_year ,2009-02-26,,141.0,2,3704.0,1923.0,1447,133151.0,104.0,8314,2018-04-19 12:24:42,Diesel,Manual,Auto,Big,brown
1318,Peugeot,Golf IV,  2009_year ,2009-09-24,,133.0,2,3781.0,1923.0,1645,90123.0,99.0,6188,2018-08-04 11:22:18,Benzin,Manual,Auto,,white
1319,Land Rover,C-Max,  2008_year ,2008-11-21,,117.0,2,3731.0,2157.0,1424,94881.0,86.0,7231,2018-06-03 14:07:56,Benzin,Manual,Manual,Big,red
1320,Land Rover,A5,  2005_year ,2005-09-16,1.0,186.0,2,3444.0,2293.0,1427,274503.0,137.0,1696,2018-04-21 16:59:49,Benzin,Manual,Auto,,purple
1321,Land Rover,Clio,  2009_year ,2009-08-25,,177.0,2,4014.0,2008.0,1383,176302.0,131.0,8613,2018-05-18 11:57:32,Diesel,Auto_or_Hybrid,Auto,Big,red
1322,BMW,3er,  2002_year ,2003-01-10,,119.0,2,3442.0,2152.0,1485,204064.0,87.0,1455,2018-06-19 11:37:02,Benzin,Manual,Auto,,red
1323,Kia,A4,  2007_year ,2007-07-14,,120.0,2,3455.0,2141.0,1411,284616.0,88.0,2171,2018-05-09 13:08:30,Benzin,Manual,Auto,,brown
1324,Citroen,500,  2004_year ,2004-07-28,,151.0,2,3735.0,2298.0,1415,185700.0,111.0,2482,2018-08-25 08:28:37,Benzin,Auto_or_Hybrid,Auto,Mobile,silver
1325,Fiat,5er,  2009_year ,2009-07-09,,123.0,2,3652.0,1953.0,1604,106781.0,91.0,6076,2018-05-20 16:42:48,,Manual,Manual,,red
1326,Land Rover,C-Max,  2004_year ,2004-12-02,,127.0,2,3696.0,2380.0,1423,164184.0,94.0,3103,2018-04-05 15:46:22,Benzin,Manual,Auto,,purple
1327,Opel,Ibiza,  2008_year ,2009-04-21,,126.0,2,3586.0,2067.0,1491,117612.0,93.0,4238,2018-09-16 12:06:05,Benzin,Manual,Manual,,brown
1328,Fiat,C-Klasse,  2005_year ,2005-07-08,,186.0,2,3652.0,2378.0,1465,115313.0,137.0,5676,2018-05-05 11:08:20,Benzin,Auto_or_Hybrid,Auto,,silver
1329,Citroen,207,  2004_year ,2004-03-10,,167.0,2,3653.0,1993.0,1468,120845.0,123.0,7051,2018-09-23 12:44:18,Benzin,Auto_or_Hybrid,Auto,,silver
1330,Land Rover,Civic,  2012_year ,2012-03-22,1.0,343.0,2,4003.0,2070.0,1461,219148.0,252.0,18798,2018-08-26 10:53:57,Diesel,Auto_or_Hybrid,Auto,Big,red
1331,Porsche,X1,  2010_year ,2010-09-25,,89.0,2,3583.0,2086.0,1490,164983.0,65.0,2899,2018-08-25 16:45:41,Diesel,Manual,Auto,,white
1332,Suzuki,Q7,  2012_year ,2012-04-18,,146.0,2,3849.0,1942.0,1458,39275.0,108.0,7042,2018-06-08 16:53:44,Diesel,Manual,Auto,,purple
1333,Fiat,C-Klasse,  2014_year ,2014-09-17,,138.0,2,4119.0,2086.0,1457,64577.0,102.0,24031,2018-09-06 13:07:11,Benzin,Auto_or_Hybrid,Auto,Big,brown
1334,Honda,911,  2010_year ,2010-11-29,,76.0,2,3794.0,2355.0,1472,87345.0,56.0,3872,2018-05-01 13:22:24,Benzin,Manual,Manual,,brown
1335,BMW,Megane,  2012_year ,2012-11-08,,120.0,2,3627.0,2060.0,1452,89983.0,88.0,9672,2018-07-28 12:24:21,Diesel,Manual,Auto,,red
1336,Skoda,fortwo,  2005_year ,2005-12-13,,185.0,2,3579.0,2321.0,1480,179221.0,137.0,1188,2018-06-23 12:39:06,Benzin,Auto_or_Hybrid,Auto,,purple
1337,Audi,1er,  2012_year ,2012-09-17,,123.0,2,3805.0,2140.0,1505,99558.0,90.0,8746,2018-04-16 18:40:27,Benzin,Manual,Auto,Big,red
1338,Skoda,MINI,  2008_year ,2008-09-11,,123.0,2,3748.0,2376.0,1615,289053.0,91.0,1658,2018-05-25 09:40:27,Diesel,Manual,Manual,,black
